Symbol;H9_RPKM;FB_RPKM
MYH16;0,05;0,01
LMF2;0,17;0,49
LOC493754;3,9;4,12
LMF1;0,11;2,24
PIK3AP1;0,85;0,15
SLCO4A1;0,51;0,2
LEF1;0,04;8,66
MTFMT;6,4;2,9
NAA38;5,65;8,92
NAA35;22,46;20,29
NAA30;10,24;10,93
RPS10P7;0,27;0,38
ATAD2B;5,47;9,79
PLGLA;0,4;1,71
PGF;0,41;0,07
PGD;67,71;51,63
C20orf118;2,83;1,35
LOC150786;1,13;1,46
PDE1B;0,06;1
C20orf111;20,93;15,84
DYM;19,9;20,16
PGP;2,58;3,24
SLC45A4;0,52;0,43
IVNS1ABP;77,71;67,06
NDUFC1;23,86;18,65
NDUFC2;21,9;18,15
BMI1;3,02;29,77
MRS2;88,77;14,4
PTGR2;7,97;5,26
PDE12;5,86;5,88
SLC45A2;0,02;0,3
DMXL2;5,39;25,46
DMXL1;14,04;8,72
HSPC157;8,44;4,33
FLJ22184;0,23;1,53
MIA;0,05;0,29
MIF;0,44;0,8
MIP;0;0,51
CBFB;15,28;16,07
CGNL1;10,84;0,47
EID2;17,3;18,1
EID3;0,65;0,12
EID1;76,14;134,17
HSPB6;0,06;0,04
MIR1276;0;0
MIR1279;22,28;56,83
ADAR;65,2;39,95
ADAL;4,88;4,43
SF3A1;17,35;14,85
SF3A2;1,69;3,69
SF3A3;78,07;41,12
TTPAL;4,89;6,39
TIFA;0,87;3,22
ZNF25;0,23;18,21
ZNF24;25,86;35,72
ZNF26;2,7;2,31
ZNF20;3,68;5,59
ZNF23;5,96;9,48
ZNF22;41,88;31,25
ZNF28;7,55;4,58
BBS10;7,27;11,05
BBS12;1,6;2,2
RHOBTB2;0,73;3,8
UBL4A;3,39;3,83
RNPEP;13,43;6,43
RNF113A;2,19;2,97
SNCA;1,87;13,08
RANBP9;21,43;26,03
RANBP1;156,72;76,4
RANBP3;5,63;5,04
RANBP2;34;20,25
TMEM9;14,35;16,3
TMEM2;16,89;21,26
TSPO;0,18;0,08
TMEM5;7,51;7,72
ARNT;8,78;9,66
UIMC1;18,76;8,94
FKRP;1,89;1,98
HDGFRP2;3,86;4,62
HDGFRP3;78,15;100,6
SSNA1;0,49;0,73
MOSC2;4,25;1,85
MOSC1;16,35;3,59
LOC92249;5,3;9,54
PODXL;337;5,67
CAPRIN2;23,32;16,83
CAPRIN1;89,77;75,62
CCNT1;9,37;9,38
CCNT2;10,59;26
CREBZF;12,73;28,43
MC1R;0,02;0,2
ZAK;4,16;3,18
RPL39L;50,38;9,62
RUNX2;0,57;0,14
RUNX3;0,09;0,01
RUNX1;0,09;0,12
LOC257396;0,85;0,46
ESRG;412,38;0,38
SLC9A4;0,46;0,83
SLC9A5;0,35;0,35
SLC9A6;7,53;17,07
SLC9A7;2,36;3,01
SLC9A1;1,03;0,89
SLC9A2;0,03;0,47
SLC9A3;0;0,22
SLC9A8;1,07;1,76
SLC9A9;0,1;0,6
LOC344967;0,02;0,01
PLCB1;1,96;4,65
PLCB2;0,71;0,15
PLCB3;2,63;0,88
PLCB4;4,76;7,31
ARHGEF33;0,15;0,35
LOC93622;12,41;10,49
ARHGEF38;0;0,02
ESR2;0,07;0,1
EARS2;16,97;5,24
TBX2;0;0,14
TBX3;0,01;0,12
TBX1;0,01;0,08
TBX6;0,05;0
A2M;0,01;0,25
TMEM38A;0,41;0,66
TMEM38B;5,4;10,74
C18orf25;9,54;7,73
C18orf26;0,4;0
C1orf9;23,98;25,54
BDP1;12,23;15,23
PRRT4;0,03;0,49
PRRT3;0,17;0,19
PRRT2;0,13;5,96
C14orf2;79,1;67,38
C14orf1;27,86;16,27
FAS;2,61;1,08
FAP;0;0,42
FAU;49,88;47,79
FAH;2,89;2,12
HNRNPA2B1;541,02;409,88
AMY2A;0,06;0,45
AMY2B;1,18;5,13
C14orf149;4,95;3,38
C14orf148;0,09;0,92
C14orf142;5,83;7,53
C14orf145;3,31;3,53
C14orf147;19,97;14,7
OAF;0,13;1,39
CCS;0,64;2,06
OAT;70,5;30,92
CCK;0,02;0
COG8;11,72;7,1
COG3;6,65;9,37
COG2;14,74;8,6
COG1;5,45;7,1
CHTOP;23,14;24,19
COG7;2,86;4,41
COG6;4,25;4,63
COG5;7,18;8,8
COG4;8,09;11,43
BARHL1;0;0
CFTR;0,15;0,06
PCBP4;0,34;5,43
GUCY1A2;0,65;2,96
PCBP2;129,07;117,43
PCBP3;0,59;1,21
PCBP1;96,17;62,49
LZTS2;2,28;2,19
LZTS1;0,37;2,09
C1QL1;0;0,1
DEFB109P1B;0;0,24
C1QL3;1,44;0,42
C1QL4;0,01;0,18
NHSL1;2,08;3,85
NHSL2;0,69;0,52
PAK1IP1;54,49;12,88
FAM57B;0,15;1,43
HOPX;0,02;3,8
POM121L10P;0,06;0,06
RFWD2;33,18;21,23
RFWD3;30,35;11,08
TRMT6;14,59;9,57
TRMT5;9,41;6,4
TRMT1;2,22;1,28
MNAT1;35,81;14,48
SEMA3A;19,22;13,97
SEMA3C;0,59;60,68
SEMA3B;0,04;0,08
SEMA3E;0,42;0,7
SEMA3D;1,5;1,55
SEMA3G;0,29;0,05
SEMA3F;0,39;0,49
ZNF259;25,85;13,35
ZNF251;2,91;10,53
ZNF250;0,79;4,37
ZNF253;11,19;1,87
ZNF252;4,69;6,14
ZNF254;9,48;11,93
ZNF256;7,31;6,73
MTERF;12,46;7,7
DERA;11,79;11,15
TMEM183A;44,05;29,06
TMEM183B;54,06;32,56
FAM35B2;17,28;1,53
AR;1,84;0,6
PAK2;24,69;44,26
SNORD49B;23,89;7,52
SNORD49A;19,12;4,5
C1QTNF2;0,12;0,05
C1QTNF3;0,71;3,29
C1QTNF1;0,04;0,09
C1QTNF6;0,31;1,19
C1QTNF4;0;0
C1QTNF5;0,01;0,1
CREB3L2;13,07;3,76
CREB3L3;0,01;0
CREB3L1;1,09;0,27
CREB3L4;4,21;2,92
C17orf72;0;0,31
C17orf71;12,7;8,41
C17orf70;0,22;0,52
C17orf76;2,39;1,97
C17orf75;26,27;17,67
PPAPDC3;0,27;0,13
PPAPDC2;5,76;6,56
C17orf79;30,4;20,68
C17orf78;0,04;0,06
EGLN2;1,33;2,03
NDUFAB1;109,3;49,51
LOC100129716;0,28;0,29
C3orf1;32,17;16,02
HEBP1;11,6;9,91
HEBP2;38,03;10,5
IWS1;35,75;22,01
L2HGDH;10,83;4,6
LECT1;49,38;0,17
ATF7IP2;4,66;2,5
PRR12;0,43;0,67
PRR13;54,22;14,91
PRR11;26,65;16,16
PRR16;0,2;0,23
PRR14;0,78;5,2
PRR15;0,98;0,03
PRR18;0,01;0,1
PRR19;0,11;0,17
LOC100128398;1,38;7,28
TIMM13;1,64;0,91
TIMM10;15,47;8,77
OPCML;0,2;10,14
BMS1P1;2,04;4,68
BMS1P5;2,04;4,68
BMS1P4;3,11;4,24
MIR3115;0;0,03
MIR3117;0;1,52
LRR1;12,72;6,47
WDPCP;3,91;2,29
LOC387646;0,34;0,19
FAM186B;0,13;0,26
LOC728743;1,42;0,92
CENPVL1;1,45;0,85
OSCP1;1,04;3,41
BPHL;12,46;8,46
RNF25;3,38;3,89
RNF24;3,04;8,89
RNF26;9,4;4,31
NT5C1B-RDH14;8,61;5,3
C10orf88;5;6,52
A2ML1;1,48;0,02
MARS;63,71;27,61
TOX;4,83;18,3
TOM1;0,42;0,58
SPARCL1;0,77;3,99
TAF8;3,23;2,36
MYOF;2,06;1
LOC643763;0,32;20,11
TMEM41A;8,69;5,74
CHI3L1;0;0
TMEM41B;13,59;10,84
CNOT8;34,82;31,42
CNOT3;4,18;4,14
CNOT2;28,5;21,18
AARS2;1,31;2,54
C10orf84;7,76;15,23
CNOT7;61,61;43,95
CNOT6;14,92;26,85
CNOT4;4,56;6,75
DDX11L2;0,04;0,28
YARS2;19,59;6,3
MYO6;16,67;18,42
EAPP;23,18;20,83
GNPDA2;5,2;9,85
GNPDA1;42,09;16,31
RASAL1;0,13;0
RASAL2;8,12;19,72
EGF;2,02;1,05
SLC12A5;0,02;1,7
SLC12A4;1,5;0,55
SLC12A7;0,52;1,19
SLC12A6;4,89;6,55
SLC12A2;4,47;8,17
SLC12A9;0,24;0,35
SLC12A8;1,24;0,38
MRVI1;0,88;0,63
LOC91316;1,23;4,01
LOC645332;10,35;2,49
FAM113A;0,52;2,91
FAM113B;0,53;0,03
LEPROTL1;23,49;33,69
CCDC127;8,16;8,56
CCDC126;1,56;3,8
CCDC125;1,32;0,6
CCDC124;0,37;0,52
SLC11A2;12,65;9,16
CCDC122;2,29;1,39
CCDC121;1,18;2,17
CCDC120;0,75;1,19
CCDC129;0,43;0
ZIK1;13,16;12,29
STK25;6,92;9,32
STK24;32,7;18,38
AK5;0,88;0,69
L1TD1;365,37;0,3
TUBB2A;28,77;58,66
TUBB2C;32,65;31,34
TUBB2B;53,16;204,07
KIAA0284;0,39;0,56
DTYMK;6,6;5,16
PIWIL4;0,27;0,38
PIWIL2;0,29;0,17
NCRNA00052;1,71;0,02
SPDYA;4,43;2,79
DNMBP;5,6;3,61
PDCD6;26,6;22,39
PDCD7;9,45;11,76
TCF20;10,37;13,34
LENG1;0,28;0,81
NPFF;0,21;0,73
LENG9;2,11;5,75
LENG8;2,84;11,27
ATP5F1;87,1;57,02
CXorf38;4,36;3,83
CXorf30;0,01;0,46
GABARAPL1;45,85;30,6
GABARAPL2;48,26;90,8
PRR4;2,23;4,95
PRR7;0,02;0,12
FASTK;0,46;0,91
DVL3;5,58;10,07
KDM4A;19,77;17,63
DVL1;0,3;0,46
KDM4D;1,13;0,93
PSME4;51,03;17,33
PSME2;39,83;29,02
PSME3;77,24;32,56
PSME1;24,57;22,07
MTSS1;0,94;21,55
LOC283432;0,07;0,13
TOPBP1;24,23;23,48
LOC647859;8,5;7,12
FURIN;1,15;0,51
TAGLN2;25,37;2,71
TAGLN3;0,44;23,22
GJD3;0,06;0,07
GJD2;0,56;1,45
ZMYND8;22,86;14,48
NARS2;27,61;11,95
CDK5R2;0;1,9
BZRAP1;0,09;1,9
NUPL1;25,2;21,21
NUPL2;13,61;11,51
GMPR;0,18;0,27
GMPS;99,6;47,44
DKFZP434L187;0,13;0,39
MARCH3;0,83;1,11
MARCH2;1,28;1,35
NOP10;98,79;43,8
NOP14;12,61;7,05
EXOC3L1;0,02;0
NOP16;34,31;7,64
OR2A9P;4,17;0,07
TMEM175;0,1;1,07
CLSTN1;9,4;21,05
CLSTN3;1,35;7,07
APOLD1;0,09;2,83
NYNRIN;1,01;3,13
C11orf68;1;1,52
C11orf66;0,02;0,53
C11orf67;8,54;4,29
C11orf65;0,53;0,42
C11orf63;0,19;0,77
C11orf61;6,81;10,75
LOC255130;0,03;0,11
CDS1;6,59;2,25
CDS2;17,49;21,74
LOC554202;0,23;0,03
S100Z;0,34;0
S100P;0,05;0
CRIPAK;1,73;3,42
S100G;0,14;0,06
S100B;0;0,64
LOC57653;1,54;1,84
CLDN23;1,87;0,03
CLDN22;1,58;0,81
CYP4V2;0,16;2,09
CLDN20;0,44;0,45
PSMC3IP;16,43;13,67
CLDN24;0,31;0,02
THG1L;6,81;5,05
ZNF865;0,04;0,18
ZNF862;0,16;2,4
ZNF860;3,05;0,27
ZNF512B;0,92;2,33
FAM160A1;5,27;0,09
FAM160A2;0,83;1,95
GSR;27,93;15,06
DHCR7;9,71;5,74
CASP10;1,03;0,03
RASIP1;0,12;0,04
DAK;0,43;0,58
GSN;0,96;1,24
ZFP1;3,94;15,84
ZFP2;0,4;2,4
ZFP3;0,15;0,16
GNB2L1;288,01;235,65
ATP2B1;12,36;31,98
ATP2B3;0;0,44
ATP2B2;0,03;1,7
ATP2B4;3,61;31,94
XRN1;4,14;9,75
XRN2;85,03;47,84
CORO7-PAM16;0,83;0,64
PABPC1;557,97;210
PABPC3;5,43;1,82
PABPC4;74,39;26,56
PABPC5;1,22;4,13
DQX1;0,21;0,03
GOLPH3;44,56;26,81
PPME1;13,77;18,39
CTNNBL1;16,17;16,24
LOC286367;0,23;0,76
PTPRN2;0,08;9,97
HSF2BP;0,34;0,58
CATSPER2P1;0,43;0,53
AASDHPPT;27,17;66,7
ATP8B5P;0,48;0,17
IDS;12,33;44,39
RPL37A;784,42;677,05
GLIPR1L1;2,85;0,29
GLIPR1L2;0,09;0,23
TNFAIP8L3;0,14;0,27
IDE;19,1;8,07
SORL1;15,08;3,87
POLD1;0,73;0,72
POLD2;5,92;9,26
POLD3;17,85;17,53
POLD4;2,07;1,14
DLC1;0,55;0,31
PI4KAP1;0,82;4,54
NUB1;15,45;14,52
C20orf112;2,96;19,67
ID4;2,74;105,81
ID2;3,07;17,86
ID3;3,47;3
ID1;20,39;3,08
LOC100302401;0,56;0,99
FAM18B2;2,53;2,79
CPAMD8;0,14;0,51
FAM18B1;14,07;11,83
LOC339803;1,83;2,84
OPLAH;0,02;0
AHDC1;0,24;0,7
GLI3;2,81;13,17
GLI1;0,53;3,76
GLI4;0,02;0,1
ORC6;35,33;17,18
ORC4;15,49;17,3
ORC5;17,45;9,81
ORC2;29,31;8,24
ORC3;52,04;19,88
ORC1;14,75;6,1
DMKN;15,18;0,13
MIR194-1;0,22;0,5
GSTK1;8,5;6,66
NR0B1;0,06;0,02
C2CD3;4,48;5,91
C2CD2;3,38;2,45
OSGEP;8,18;12,77
BAK1;6,32;2,02
KIAA1274;2,6;0,54
KIAA1279;24,94;23,76
AGT;0;0,06
CNTFR;0,04;8,48
TACR3;0,34;0,13
TACR1;0,06;0,78
SERBP1;128,69;72,28
PIK3CB;20,11;5,26
KIAA0586;7,42;7,96
FAM71E1;0,27;0,12
OSTalpha;1,47;0,26
BARX2;0;0,02
TMEM56;1,32;2,04
CABYR;9;1,72
BARX1;0,04;0,02
SH2B2;0,16;0,23
SH2B3;10,79;1,24
SH2B1;1,07;2,3
C19orf12;2,13;5,47
C19orf10;6,55;4,32
MIR19B2;0,75;0
MIR19B1;0;0
RAB7L1;1,87;1,6
TSPO2;0,03;0,22
PGLYRP1;0;0,03
FIZ1;1,32;2,19
SYCE1L;0,01;0,3
RGS22;0,07;0,01
RGS20;0,39;1,97
PIPSL;0,35;0,41
UTS2;0,13;1,82
FAM108C1;15,09;14,07
ALKBH6;1,7;1,42
SASH1;3,83;2,28
ALKBH5;5,78;7,24
CYB5A;45,64;11,57
CYB5B;28,23;22,85
ALKBH1;7,88;4,94
PCK2;7,34;1,06
MTMR9LP;0,46;0,27
ESRP2;6,61;1,6
ESRP1;55,64;0,14
ZMPSTE24;27,07;12,41
MRPL36;29,84;14,06
MRPL37;49,74;17,58
MRPL34;18,54;6,39
MRPL35;20,66;13,66
MRPL32;69,07;26,47
MRPL33;77,01;52,88
MRPL30;26,09;17,29
MRPL38;1,95;1,7
CYYR1;15,43;11,54
FAM92B;0,02;0,42
THOC3;29,2;13,3
THOC2;23,79;24,67
THOC1;39,12;33,38
THOC7;68,53;39,77
THOC6;2,95;1,37
THOC5;6,94;6,39
THOC4;9,78;7,98
SYS1-DBNDD2;10,45;7,37
FLJ42709;0,25;3,68
RNF103;2,97;8,51
NUP88;38,86;19,87
RECQL4;0,14;0,29
NUP85;17,8;9,29
YTHDF3;31,64;25,21
YTHDF2;63,25;35,39
YTHDF1;17,97;14,54
GTSF1;0,46;0
FLJ14186;0,22;0,31
NLK;24,62;22,78
NLN;46,22;6,99
SEPN1;9,24;10,41
PHLDB1;1,61;3,15
PHLDB2;5,55;2,74
PHLDB3;0;0,11
RSL24D1;170,02;92,11
LOC100286844;0,28;1,53
KIAA0087;0;0,8
CG030;0,68;1,08
MTMR14;7,78;4,1
MTMR12;15,1;8,93
MTMR11;0,79;0,44
MTMR10;8,85;8,42
PTCHD2;0,04;0,52
PTCHD1;1,49;3,92
BBX;13,32;15,22
METAP1D;1,48;4,76
TCEB3;15,2;13,08
TCEB2;2,34;6,04
TCEB1;35,42;19,5
CEP57L1;5,03;6,7
C20orf191;0,11;0,35
C20orf196;1,19;2,73
C20orf195;0,04;0,07
C20orf194;2,21;13,51
PHOSPHO2-KLHL23;29,41;32,66
POR;3,36;2,97
ST3GAL3;0,6;2,62
ST3GAL2;1,29;1,76
ST3GAL1;0,92;1,62
ST3GAL6;1,87;2,59
ST3GAL5;1,15;10,75
ST3GAL4;1,71;2,3
CEP135;5,99;8,71
BCKDHB;8,02;6,74
BCKDHA;0,46;1,01
WIPF3;0,52;0,66
WIPF2;4,93;7,32
WIPF1;2,58;3,57
MON1A;0,12;0,54
MON1B;2,82;3,84
RBM4B;8,7;25,22
RBM41;11,48;14,87
RBM42;0,54;1,11
RBM43;2,62;0,24
RBM44;0,17;0,6
RBM45;7,03;7,47
RBM46;0,15;0,07
RBM47;14,25;1,57
FAM48A;33,14;31,55
LMO1;0,05;0,92
PPM1G;55,91;28,48
PPM1F;1,85;2,01
PPM1E;4,85;17,23
PPM1D;6,06;9,76
PPM1B;58;17,94
PPM1A;8,38;13,11
PPM1N;1,67;0,1
PPM1M;0,63;0,51
PPM1L;2,09;12,12
PPM1K;4,12;23,09
PPM1J;1,92;0,03
PPM1H;11,19;3,36
CHEK2;36,85;8,38
CHEK1;30,81;14,86
GCFC1;25,58;38,51
GINS2;32,91;35,55
GINS3;8,47;6,44
GINS1;32,01;14,63
GINS4;15,5;7,5
ALG10B;2,54;6,59
CYP2S1;10,37;0,01
ADPRH;1,76;0,08
ADI1;13,37;7,37
C3;0,3;0,01
C5;0,11;1,78
EXPH5;0,98;0,21
CS;76,46;59,92
CP;2,63;2,08
RMND5A;25,04;17,64
RMND5B;5,84;4,28
sep-11;52,02;97,36
PISD;6,45;3,39
AP3B1;27,19;17,93
MANBAL;14,43;10,56
SPAG4;0,03;0,14
PGA5;0,02;0,01
VCX3B;0,03;0,08
VCX3A;0,03;0
FAM154B;0,06;0,86
PPP1CB;43,64;65,33
PPP1CC;279,35;93,41
PPP1CA;17,2;12,27
MPPED1;0,01;2,78
MPPED2;0,58;26,35
SRP9;326,4;314,31
ZYX;5,14;2,3
ZNF460;1,18;1,65
VSIG10;15,12;3,77
HIF1AN;12,1;10,69
DENND3;0,36;1,03
PPP1R16A;0,01;0,22
PPP1R16B;4,65;0,98
BLNK;0,02;0,07
ATP1A1OS;17,25;9,41
KIAA1841;3,36;9,58
NUCB1;3,19;3,67
HSDL1;19,17;49,21
HSDL2;18,99;20,38
NUCB2;12,58;30,18
SOCS5;5,71;6,27
SOCS4;11,41;16,72
SOCS7;5,03;8,72
SOCS6;7,7;9,26
SOCS1;1,51;0,02
SRPR;13,02;12,19
PCNA-AS1;2,31;3,36
SOCS2;14,26;13,85
PPP2CA;105,06;77,31
PPP2CB;62,26;60,59
SRPX;4,28;0,57
VPS72;19,74;24,4
IL1R1;0,18;0,16
PTN;10,54;44,98
ABHD15;0,41;1,23
ABHD10;14,01;18,51
ABHD11;1,15;1,49
ABHD12;7,11;5,88
ABHD13;5,76;7,2
NGRN;33,05;46,19
PTS;19,42;17,47
HSPBP1;0,76;1,03
ARPC3;180,62;102,18
ARPC2;126,49;78,59
ARPC5;69,22;53,4
ARPC4;30,9;20,55
ITPR2;15,93;0,53
ITPR3;2;0,39
ITPR1;0,63;0,42
CASKIN2;0,31;0,41
CASKIN1;0,4;0,84
LAP3;20,09;10,8
OPN3;5,17;6,45
HSPE1-MOBKL3;71,46;30,69
TMEM30A;49,82;47,93
TMEM30B;6,06;0,01
LDOC1L;4,47;17,4
MIR148B;0;0
HIVEP1;5,2;3,91
HIVEP2;2,29;7,57
HIVEP3;0,02;0,4
RASL12;1,88;0
PGRMC2;26,84;17,54
PGRMC1;132,99;137,42
KIAA1024;0,27;3,22
NSUN5P2;1,54;3,36
LOC389641;0,54;0,03
NSUN5P1;0,7;1,35
SEPT5-GP1BB;0,22;3,66
CMAS;41,64;28,59
SAMD14;0,05;1,48
SAMD15;0,4;3,58
SAMD12;1,57;2,48
SAMD13;0,86;3,25
SAMD10;0,07;0,77
SAMD11;0,54;0,58
TSG1;0,12;0,24
PCDH11X;0,8;3,84
PCDH11Y;0,27;0,93
IGF1R;15,35;12,68
KIAA0776;11,92;14,77
TEX9;4,09;11,46
CD3EAP;4,66;2,02
TEX2;5,63;6,83
ARHGAP17;10,51;7,13
STARD8;0,32;0,05
STARD9;1;3,72
ARHGAP12;24,26;20,34
ARHGAP10;4,78;0,81
STARD3;2,45;3,05
STARD6;0,26;0,08
STARD7;81,36;50,31
ARHGAP18;3,37;1,54
ARHGAP19;18,72;10,9
BCDIN3D;0,48;2,38
RING1;0,01;0,15
ITPRIP;2,4;3,18
DDTL;11,17;5,28
SETX;17,03;14,33
FLJ43663;0,27;0,23
TMPPE;0,61;0,25
C4orf43;32,13;13,1
C4orf42;1,16;2,9
C4orf41;18,63;24,91
C4orf47;0,6;2,57
C4orf46;16,74;10,23
C4orf45;0,04;0,41
C4orf44;0,04;0,5
C4orf49;0,74;1,67
C4orf48;0;0
C15orf59;0,12;0,42
C15orf58;0,14;0,34
C15orf57;3,69;5,4
C15orf55;0,12;0,02
C15orf52;0,06;0,18
ERAL1;19,36;10,39
DDX17;143,83;217,16
ZNF124;8,01;6,87
DDX12;1,67;3,4
ZNF121;39,96;15,59
DDX11;5,56;5,13
DDX18;75,67;27,99
VWCE;0,23;0,37
ARFIP1;20;10,23
VWC2;0,05;1,03
LOC100129827;0;0,19
TRIP10;8,46;2,3
TRIP11;5,09;6,56
TRIP12;38,4;36,65
TRIP13;20,51;6,87
NCLN;0,86;0,39
DNAL4;1,23;4,29
DNAL1;3,44;6,96
LOC100129794;0,95;2,28
OR2D2;0;0,06
FGFBP3;26,2;68,51
ARMC10;22,15;15,57
NME5;0,25;7,21
NTPCR;26,95;13,06
DLEU2;0,4;1,45
CSTF2T;13,44;16,22
FAM73A;2,75;3,9
FAM73B;0,36;0,55
HSBP1;84,53;144,14
GTF2E1;26,15;6,5
GTF2E2;23,38;13,62
ST20-MTHFS;5,6;1,21
PABPC1L2B;0,23;0,65
PABPC1L2A;0,13;0,66
TCTE3;0,04;0,15
TCTE1;0;0,11
LOC728875;5,7;2,78
MIR3190;0;0
MIR3191;0;0
MIR3192;0,24;0,17
PRIC285;0,08;0,05
RPS26P11;1,11;0,48
SNORA5A;0,91;0,48
SNORA5C;0,26;0,06
SNORA5B;0;0
GCET2;1,43;0,03
FRK;0,26;0,04
SCGBL;0;0,04
SNORA58;0,14;0,15
SNORA51;1,29;1,16
SNORA50;0,55;0,4
SNORA53;0,97;0,76
SNORA52;0,09;0
SNORA55;1,11;1,6
SNORA54;0,22;0,4
SNORA57;0,14;0
SNORA56;2,92;0,3
MSH2;126,14;49,62
MSH3;7,87;5,75
MGLL;0,01;0,27
MSH5;0,03;0,05
MSH6;109,33;57,5
MYOCD;2,7;0,04
ASMTL-AS1;0,03;0,19
PACSIN1;0,27;0,12
PACSIN3;0,23;0,13
PACSIN2;12,77;9,25
COPA;34,41;32,91
COPG;18,36;16,25
COPE;1,17;2,55
PM20D1;0,03;0,02
HIST2H2AC;0,07;0,14
PM20D2;5,73;11
TOE1;3,4;3,28
SHC4;0,11;1,75
GPR137;0,13;0,62
GPR133;0,03;0,09
GPR132;0;0
GPR139;0,07;0,17
MFRP;0,01;0,1
ATF7IP;34,93;35,18
FAM95B1;0,04;0,09
HAL;0,1;0,04
ERLEC1;19,24;19,75
LRRC70;0,3;0,15
ZNF526;0,92;1,07
RAI14;53,13;26,13
CHURC1-FNTB;11,44;7,71
PNPLA3;3,18;3,02
PNPLA2;0,43;0,44
PNPLA7;0,01;0,08
PNPLA6;0,48;0,41
PNPLA5;0,18;0,01
PNPLA4;3,96;2,75
PNPLA8;7,2;15,94
LOC400657;2,53;5,1
HMGN2P46;0,32;0,54
THSD7B;0,34;0,6
PHTF1;11,29;14,36
THSD7A;0,07;5,23
GPR88;0,01;1,11
VCPIP1;5,25;4,77
GPR82;0,05;0,01
GPR83;0,05;0,37
GPR85;0,02;5,69
GPR87;0,75;0,1
WBP11;63,91;35,33
MIR661;0;0
MIR664;0;0
TARDBP;77,74;73,08
PRKRIP1;3,91;7,26
C2orf7;1,05;1,96
C2orf3;5,42;4,32
PALLD;7,47;15,05
RBMS1;30,04;4,1
RBMS3;0,52;0,38
RBMS2;7,22;4,2
NOXA1;0;0
DAD1;71,05;46,85
GDF9;0,27;1,02
DKFZp686O24166;1,15;6,27
IL31RA;0;0,01
GDF3;3,64;0,07
GDF1;0,25;0,68
GDF6;0,13;0,21
SCXB;0;0
SCXA;0;0
C3orf21;4,86;7,44
C3orf23;3,98;6,91
C3orf24;5,9;2,55
WNT9A;0;0
ABCA11P;6,82;6,45
LGSN;0,06;0,02
CCDC102A;0,1;0,08
CCDC102B;0,26;0,57
COX8C;0,12;0,18
COX8A;22,58;20,72
VSTM2B;0,09;1,77
LSG1;23,21;10,18
SNRPA1;90,21;39,79
C9orf174;1,56;2
C9orf171;0,05;0,31
C9orf173;0;0
C9orf172;0;0,01
BRMS1;3,2;2,85
FOXK2;5,38;8,61
FOXK1;0,75;3,12
ANKRD36BP2;0,05;0,07
ANKRD36BP1;3,06;5,91
TMEM119;0;0,01
DPY19L3;16,36;20,88
TMEM110;4,73;3,98
TMEM111;21,04;16,84
TMEM114;0;0
TMEM115;0,83;1,11
TMEM116;3,92;5,08
TMEM117;0,92;3,55
PIM1;16,3;5,79
SLC35A4;7,08;5,86
SLC35A5;22,98;17,19
SLC35A1;8,94;15,88
SLC35A2;2,95;1,67
SLC35A3;8,88;6,91
MPDZ;18,12;25,85
ABCB11;0;0,05
ABCB10;5,65;9,25
MMD2;0;0,49
PAK6;3,48;2,54
PMP22;0,76;1,22
RBPMS;37,91;4
PAK1;81,96;31,58
TOX4;16,95;18,51
TOX3;4,54;13,39
TOX2;0,28;1,05
STON1;4,4;11,06
BEST3;0,02;0,35
BEST2;0,06;0,02
BEST1;0,72;0,69
BEST4;0,29;0,06
FYTTD1;14,71;30,61
KIAA1614;0,04;0,06
TNPO2;4,98;11,16
TNPO3;41,54;25,79
TNPO1;74,25;54,66
SPA17;7,42;21,7
METTL8;7,93;2,87
METTL9;45,61;71,74
METTL1;6,34;2,68
METTL3;44,87;29,22
METTL4;5,69;5,66
METTL5;109,14;38,41
METTL6;6,95;7,5
LOC619207;0,01;0,13
FDX1L;0,56;0,55
HCFC2;0,38;6,39
HCFC1;2,68;4,4
LOC147727;3,93;5,2
SNORD116-19;5,11;0,42
SNORD116-18;2,35;0,05
SNORD116-11;0;0
SNORD116-13;3,69;1,04
SNORD116-15;0,91;0
SNORD116-14;4,15;0,3
SNORD116-17;5,11;0,42
SNORD116-16;0,29;0
FOXD4L4;0,01;0,33
FOXD4L5;0,02;0,32
FOXD4L6;0;0,05
FOXD4L2;0,01;0,33
FOXD4L3;0;0,05
STON1-GTF2A1L;3,26;6,63
FAM63A;0,95;3,23
PCSK1N;0;0
FAM63B;8,45;8,86
C8orf76;15,4;11,66
C8orf77;0,08;0,28
C8orf73;0;0,03
PDPK1;4,29;7,64
GLCE;2,29;10,01
UQCC;11,75;9,17
RPF1;25,67;15,75
RPF2;79,94;15,63
BACE1-AS;2,7;5,7
ZNF688;0,05;1,21
ZNF689;3,3;3,81
ZNF682;7,26;9,82
ZNF680;2,82;3,7
ZNF681;4,42;6,7
ZNF687;1,86;1,99
ZNF684;1,9;2,35
PCDHGC3;2,9;18,59
PCDHGC4;2,69;19,82
PCDHGC5;2,6;18,07
OR13H1;0;0,09
POP1;3,9;3,02
POP7;13,82;5,55
POP5;21,56;12,7
POP4;6,95;5,26
ACE2;0,07;0,21
MYO18A;1,61;3,21
PRG2;0,06;0,01
MGC12916;0,53;0,89
RNASEK-C17ORF49;12,57;15,06
FAM133B;27,75;23,35
FAM133A;1,08;0,85
NCAPD2;33,26;26,78
