Symbol;H9_RPKM;FB_RPKM
PCDHA9;3,85;10,92
LOC100507582;0,28;0,05
CDX4;0,45;0
LRFN3;0,47;1,76
LRFN2;0,01;0,23
LRFN1;0,14;0,45
LYRM7;4,18;7,01
LRFN5;0,94;6,58
LRFN4;0,05;0,18
NKX2-2;0,01;0,42
NKX2-1;0,02;1,18
NKX2-5;0,05;0
BRAT1;0,21;0,32
OAS3;0,22;0
C18orf10;47,68;59,41
ASPHD2;2,07;2,66
ASPHD1;0,07;0,29
PTGFRN;8,13;6,32
UBAP2;13,53;7,81
UBAP1;11,67;12,76
TMEM9B;8,59;18,39
CDC7;31,08;31,49
DDX60L;0,72;0,11
KLHL36;0,83;0,75
TMEM98;19,81;37,82
TMEM99;2,41;1,93
KLHL32;0,12;1,25
KLHL31;0,21;0,3
TMEM92;1,21;0
TMEM93;14,4;6,74
TMEM91;0,18;0,62
TMEM97;49,91;35,07
MTNR1A;0,11;0,08
PEX1;15,59;14,44
FXC1;15,67;13,11
PEX2;9,19;8,78
PEX5;6,03;7,8
PEX7;5,88;2,52
PEX6;1,18;1,89
GNAI2;20,62;29,95
GNAI3;33,69;31,29
GNAI1;8,58;20,46
SNORD56B;0;0
POMP;113,92;43,02
PCDHB14;0,81;5,25
POMC;0;0,01
ACHE;0,05;0,27
PRB3;0,19;0,02
WSCD1;4,19;10,81
WSCD2;0,06;1,08
GDA;0,08;0,1
RPS13;1054,54;655,72
RPS12;1150,23;562,13
RPS11;430,3;599,11
RPS10;253,75;190,66
RPS17;565,37;339,74
RPS16;218,34;137,22
RPS15;21,33;34,69
RPS14;443,13;357,75
RPS19;115,53;141,1
RPS18;0,93;0,36
RHOXF2;0,01;0,02
RHOXF1;0,08;0,26
OR1F1;0,03;0,71
PUSL1;1,08;0,62
SVEP1;0,41;0,2
PLCXD2;0,09;1,12
PLCXD1;1,39;1,26
TSSC4;0,07;0,11
TSSC1;3,7;4,65
RRAGD;4,92;10,55
RRAGA;20,35;26,88
RRAGC;11,24;10,07
RRAGB;2,94;15,32
GGT1;0,2;0,07
GGT7;1,2;4,85
TIAF1;2,12;4,36
PTPRU;1,47;0,68
PTPRT;0,07;4,35
PTPRS;2,64;12,32
PTPRR;0,06;0,7
PTPRQ;0;0,32
TINF2;5,88;11,28
PTPRG;22,75;10,3
PTPRF;7,08;8,95
PTPRE;0,25;1,49
PTPRD;8,83;23,27
PTPRB;0,11;0,11
PTPRA;21,54;42,52
PTPRO;0,14;11,04
PVRIG;0,19;1,2
PTPRM;3,35;8
PTPRK;18,26;7,9
PTPRJ;5,01;4,38
PTPRH;0,02;0,07
MIR320C1;0,25;0,22
MIR320C2;0;0
IFT27;4,19;7,84
IFT20;12,84;20,55
ARHGAP19-SLIT1;14,89;9,13
GAPVD1;11,72;11,56
AQPEP;0,1;0,42
DMPK;0,33;2,97
RNASEH1;18,54;6,52
MIR296;0,31;0
RC3H1;4,01;5,51
RC3H2;12,26;16,5
IFIT5;1,35;8,13
MIR103-2;0,44;0,37
IFIT3;0,84;0,17
IFIT2;0,11;0,08
IFIT1;1,58;1,27
LOC541473;0,02;0,15
LOC541471;7,41;0,6
ISG15;0,05;0,05
MAP1LC3A;0,06;0,91
MAP1LC3C;0,64;0,41
MAP1LC3B;31,84;51,35
ZFP28;0,38;0,27
BRCC3;12,73;12,68
ARL5A;30,55;22,91
ARL5B;27,53;24,05
APITD1;5,07;5,14
WDR35;12,32;10,29
WDR34;0,87;2,41
WDR37;2,6;8,1
WDR36;18,96;10,37
WDR31;0,24;2,08
WDR33;8,3;7,23
EIF4A1;493,91;189,8
EIF4A3;56,5;30,03
EIF4A2;258,76;245,96
GIGYF1;2,64;4,19
GIGYF2;11,75;12,98
TLE3;2,49;4,76
TLE2;0,17;0,21
TLE1;12,11;14,63
TLE6;0,05;0,03
TLE4;6,6;32,07
CDC6;54,74;10,93
TNFSF13B;0,06;0,34
FGF3;0;0,02
TFPT;0,44;1,04
PCDHB13;0,59;2,03
PCDHB12;0,24;1,34
PCDHB11;0,04;0,83
PCDHB10;0,54;4,69
PCDHB17;0,09;0,45
PCDHB16;1,42;2,18
PCDHB15;1,09;10,15
TFPI;2,18;0,39
PCDHB18;0,09;0,43
LOC100129361;19,41;20,3
EEF1DP3;0,05;0,4
TMIE;0,02;0,03
KIAA2022;0,11;8,31
KIAA2026;4,76;10,28
MUM1L1;0,18;0,16
FAM100A;0,09;0,05
FAM100B;0,8;1,73
LTBP4;0,08;0,53
LTBP3;0,06;0,3
LTBP2;0,16;0,42
LTBP1;8,85;8,54
PSIMCT-1;6,51;11,69
APC2;0,01;0,78
CRAT;0,27;1,65
LRWD1;0,47;0,78
MBD5;1,72;6,5
MBD4;19,76;15,32
MBD6;0,54;2,93
MBD1;3,61;6,58
MBD3;0,02;0,22
MBD2;3,4;5,17
MLPH;0,37;0
LOC440297;0,05;0,55
REXO1;0,46;0,68
REXO2;74,79;10,1
SLC25A19;1,63;0,58
SLC25A18;0,42;0,2
SLC25A17;21,64;12,19
ECEL1P2;1,14;0
SLC25A15;11,8;6,79
SLC25A14;9,66;24,18
SLC25A13;45,2;13,12
SLC25A12;4,54;14,26
SLC25A11;4,55;4,86
SLC25A10;0,11;0,09
LOC100133161;0,17;0,24
TUBA3D;0;0,16
CCDC14;31,47;64,45
CCDC15;2,3;2,81
CCDC17;0,21;0,08
CCDC11;0,05;0,86
CCDC12;3,54;4,08
CCDC13;0,05;0,32
CCDC18;8,07;6,37
CCDC19;0,03;0,37
ZFP91-CNTF;6,7;10,1
ZNF280D;0,39;0,87
ZNF280C;7,86;11,3
ZNF280B;3,89;3,14
ZNF280A;0,23;0
GK3P;0,09;0,13
VIT;0,04;0,04
STAR;0,26;0,25
TMEM88B;0;0
STAC;6,03;2,58
COX6B1;77,84;67,79
COX6B2;0,05;0,1
STAM;11,41;10,82
RAB11A;69,44;78,85
CLDN9;0,02;0,01
FIG4;16,07;12,19
RAB11B;5,05;8,63
CLDN1;0,97;2,08
CLDN2;0;0,21
CLDN3;0;0
CLDN4;0,56;0,05
CLDN6;81,05;0,75
CLDN7;10,91;0,04
FIGF;0,1;0,24
FIGN;5,13;8,48
MRFAP1;198,47;140,38
IRF3;3,1;1,69
IRF2;3,02;3,39
IRF1;0,32;0,22
IRF7;0;0,06
IRF6;3,1;0,03
IRF5;0;0,03
IRF4;0,25;0,04
IRF9;1,35;2,04
IRF8;0,06;1,67
SNX29;0,91;2,99
SNX22;7,58;5,14
SNX20;0;0,07
SNX21;1,71;2,95
SNX27;9,55;12,05
SNX24;11,62;7,63
SNX25;9,38;11,45
RUNDC1;2,87;4,83
GPER;0,03;0
PANX1;14,78;23,24
PANX2;0,1;0,11
ZBTB12;0,05;0,25
ZBTB11;6,21;9,07
ZBTB10;4,56;12,32
LOC90784;2,74;3,64
ZBTB16;0;0,49
C1orf159;0,03;0,16
C1orf158;0,02;0,29
DDX19A;14,81;10,89
DDX19B;16,23;12,09
C1orf152;2,11;13,23
C1orf151;14,54;8,08
MIR100HG;0,81;85,63
TRIM68;2,02;3,22
TRIM69;0,03;1,18
HIF1A;108,55;54,45
UNG;71,17;22
TRIM61;2,27;0,17
TRIM62;0,9;1,44
TRIM65;5,47;1,61
TRIM66;0,48;1,67
TRIM67;0;4,7
TRIT1;19,24;13,04
LOC645676;1,09;1,21
NRF1;3,55;5,58
NAGPA;0,37;0,27
FLJ45340;0,92;5,33
LOC100133985;0,02;0,01
SERTAD1;0,47;0,46
SERTAD2;2,69;6,4
SERTAD3;3,53;2,24
ARAP3;3,04;0,68
BIK;0,29;0,14
ARAP1;1,32;0,48
BID;5,49;4,52
GIN1;2,11;3,23
RDX;33,42;60,1
ACMSD;0,23;0,36
DHCR24;72,04;31,49
DKFZp686D0853;1,45;0,29
LCA5;1,57;4,64
FGFRL1;0,95;1,59
CRLF3;12,44;6,86
CRLF1;0,14;0,04
PARK7;145,92;92,37
PARK2;0,07;1,02
DMTF1;32,06;39,17
GUSB;8,09;6,92
LOC100132352;2,37;2,02
LOC100132356;0,28;0,94
KIN;12,98;9,15
EDAR;0,02;0,06
REXO4;5,2;3,24
TNFRSF17;0,03;0,11
SLC25A16;4,41;6,13
KIAA1429;16,73;14,27
TNFRSF19;0,28;5,72
TSGA10IP;0;0,03
CHODL;0,89;5,36
PPP4R1L;1,4;1,26
LOC285954;0;1,06
TRMT112;81,64;32,65
SNORD116-29;0,92;0
TNFRSF1B;0,13;0,09
TNFRSF1A;5,31;2,11
LOC284023;0,18;2,18
POLR2J4;0,56;1,39
TMLHE;3,65;6,36
POLR2J2;2,4;4,38
POLR2J3;2,88;4
C6orf211;37,22;12,11
PXK;2,75;10,08
HPRT1;61,14;24,51
FOSL1;1,4;0,07
FOSL2;0,46;1,54
NDUFA10;10,78;12,27
ISOC2;0,61;0,5
ISOC1;19,79;17,38
CHRD;0;0,07
C1orf210;1,55;0,02
C1orf212;3,28;2,35
C1orf213;0,11;2,66
C1orf216;3,17;5,62
WASL;16,36;17,02
BCL9L;0,71;0,87
CLEC3A;0,08;0,02
AMBP;0,04;0,02
AMBN;0;2,84
MAD2L1BP;9,89;6,8
DGKZ;0,92;1,03
C10orf35;5,41;9,03
C10orf32;3,62;10,13
IDH3B;18,24;14,87
NCRNA00152;6,52;0,31
RHOBTB3;6;26,32
RHOBTB1;4,2;4,69
INO80D;4,92;4,53
INO80E;5,07;4,78
INO80B;1,2;3,81
INO80C;10,79;4,5
DIS3L2;2,87;4,78
FAM43B;0,02;0,23
FAM43A;0,2;0,29
FAM124B;0,66;0,05
ERBB2IP;12,58;23,66
FAM124A;1,67;0,53
CYP2F1;0,02;0,03
PMS2L2;0,24;0,26
LOC389791;0,15;0,55
FNTA;40,49;32,48
FNTB;3,24;5,06
DGKB;0,25;0,52
DGKA;5,29;0,63
VIM;234,77;560,01
RAD51L1;1,11;1,16
RAD51L3;2,56;2,81
CCNG1;304,47;89,44
CCNG2;3,22;24,98
AP2M1;58,85;50,11
LOC285033;1,02;2,07
LOC100128164;0,07;0,08
C6orf26;0;0,04
GCAT;0,43;0,56
KIF16B;2,36;1,6
LOC100128292;0,42;0,49
PDE9A;6,97;6,06
TAF6L;1,33;2,04
TATDN1;45,99;19,41
TATDN3;6,22;8,45
THPO;0,1;0,02
LRP1B;0,01;2,12
DAP;14,98;16,03
LRP10;0,56;0,73
LRP11;10,2;17,95
LRP12;4,77;13,36
GAPDHS;0,85;0,7
BICD2;3,68;5,02
BICD1;5,5;10,08
BBS9;14,05;5,54
BBS1;1,62;6,58
BBS2;7,09;21,07
BBS5;0,46;4,49
BBS4;18,19;15,15
BBS7;7,33;8,91
ESM1;0;0,15
AGL;8,44;9,7
AGK;18,68;14,97
NIPA2;28,03;13,63
NIPA1;4,45;13,25
AGA;4,45;4,31
C13orf18;1,24;0,12
FAM190A;0,07;4,17
FAM190B;6,74;13,25
C13orf15;0,06;0,11
SLC50A1;8,32;2,11
C13orf16;0,13;0,21
PIK3CA;8,52;11,3
PPP4C;6,31;6,71
PIK3CD;1,35;0,52
ZSWIM4;0,82;1,09
ZSWIM5;0,56;10,19
ZSWIM6;4,32;23,11
ZSWIM7;9,57;8,02
ZSWIM1;2,77;2,1
ZSWIM2;0;0,14
ZSWIM3;0,98;1,71
SNORD17;3,05;1,04
MEG3;0;0,34
PIK3C3;15,64;15,72
MEG8;0;0
PRRG4;0,77;0,12
PRRG1;5,85;4,17
PRRG2;0,11;0,02
PRRG3;0,35;0,48
MAX;4,39;7,33
MAZ;13,2;25,76
ERI2;5,57;8,08
ERI3;9,23;13,22
ERI1;11,59;7
MAF;0,18;4,46
MAK;0,34;0,74
MAL;0;0
LOC100190986;11,02;8,68
CSDE1;257,4;176,28
LOC100132111;1,95;0,07
JAGN1;13,34;9,45
LOC342918;0;0,34
LOC220594;0,65;4,85
LOC729799;0,59;0,54
HMCN1;2,9;0,17
UTP23;7,51;6,95
UTP20;21,59;5,05
NPHP3;4,8;5,84
NPHP1;0,82;1,88
NPHP4;0,29;0,89
CTH;11,6;4,7
LOC100506710;18,86;21,48
ARF3;60,91;40,6
ARF1;34,51;34,77
ARF6;24,45;17,15
ARF5;16,32;23,73
ARF4;121,63;88,28
LOC645166;0,82;1,07
SCN4A;0,15;0,01
RAB11FIP3;0,77;3,04
RAB11FIP2;7,97;12,12
RAB11FIP1;10,62;2,95
RAB11FIP5;1,14;1,05
RAB11FIP4;4,01;4,35
AASS;202,62;37,96
CLIP3;1,03;22,91
CLIP2;0,47;2,05
CLIP1;6,75;13,98
CLIP4;0,14;4,12
CDC37L1;17,26;9,68
CD44;3,1;0,19
CD47;6,66;31,61
CD46;70,4;50,14
CD40;2,65;0,08
FPGT;1,38;4,38
FPGS;0,78;0,86
VMA21;16,34;21,84
CETN4P;0,28;0,94
TBL1X;7,27;9,52
FAR1;36,99;35,98
FAR2;13,33;3,69
LOC572558;0;0,38
ZNF322A;10,8;13,99
ZNF322B;6,07;5,51
PAK4;0,69;0,75
PAK7;0,08;10,46
PAK3;0,96;36,55
NSDHL;13,8;9,23
KCNG1;0,2;0,2
KCNG3;2,09;0,18
NUBPL;6,38;4,72
SUB1;66,47;60,84
MFSD2A;1,32;2,47
AXDND1;0,04;0,12
ARID2;13,67;15,17
ARGLU1;73,48;142,42
ZBTB17;0,15;0,77
GLYCTK;0,19;0,59
NUBP2;0,13;0,06
GAS8;0,61;0,75
NUBP1;6,71;6,94
GAS1;0,26;7
GAS2;0,19;0,58
GAS5;337,76;141,23
GAS7;1,46;8,41
GAS6;0,27;1,08
ACTA1;18,05;0,04
LOC678655;0,5;1,46
C22orf39;5,02;10,97
FAM21C;10,03;7,87
FAM21B;7,53;5,6
FAM21A;7,14;5,58
C22orf32;4,06;13,01
C22orf36;0,17;0,38
GKAP1;3,73;12,58
SH3PXD2B;6,85;8,08
SH3PXD2A;0,65;4,67
ACVR2A;3,61;36,46
CHPF2;1,18;1,27
ACVR2B;17,06;22,74
CLGN;4,11;13,98
SMARCA1;69,91;74,62
SMARCA2;2,1;8,2
SMARCA4;7,81;14,91
SMARCA5;67,34;53,57
LOC388152;1,58;5,89
POMZP3;1,15;1,89
GOLGA6L9;1,34;4,04
GOLGA6L5;0,46;1,71
FYN;20,56;46,33
OST4;112,69;77,46
OSTN;0,06;0,22
FCGR2A;0,12;0,01
OLA1;45,43;38,57
WBP1;5,41;11,18
LOC100129515;0,05;0,08
CALCR;0,63;0,51
CALCA;0,18;0,02
CALCB;2,76;0,37
WBP4;8,04;8,74
psiTPTE22;2,57;0
CKB;5,04;30,23
CKM;0,02;0,09
LOC100289373;0,85;0,59
UNK;0,9;2,1
LIX1;0,81;28,9
CUL9;0,3;1,58
CUL5;13,17;15,14
CUL7;0,66;2,83
CUL1;41,88;32,88
CUL2;17,52;14,83
CUL3;25,43;24,07
MMGT1;21,84;13,92
SP140;0,35;0,05
ARHGAP8;4,15;0,37
ARHGAP9;0,07;0,04
ARHGAP4;0,19;0,08
ARHGAP5;14,19;28,5
ARHGAP6;0,05;0,44
ICOSLG;0,41;0,01
ARHGAP1;3,66;2,75
ANXA11;8,91;1,56
C2orf64;15,31;23,95
CCT6P3;3,17;7,32
CCT6P1;5,45;10,06
MRPL4;0,84;0,73
MRPL2;6,48;2,6
MRPL3;130,74;48,01
MRPL1;25,94;16,75
MRPL9;35,57;23,21
LOC388630;0,24;0,23
RTKN;1,96;0,63
CD79B;0,24;0
MEOX1;0;0,1
MEOX2;0,01;0,04
CD79A;0,02;0
CBLN2;0;1,63
CBLN3;0,03;0,09
CBLN1;1,15;2,89
COL4A3BP;14,86;11,49
LCAT;0,42;0,25
TSTA3;2,74;2,86
FXYD6-FXYD2;0,78;14,01
RPS6KC1;11,2;9,76
MIR4288;0;0
IDO1;19,94;0,06
LDHAL6B;0,06;0,09
MIR4284;0;0,08
LDHAL6A;0,1;0,36
ZNF876P;1,23;0,73
CATSPER4;0,11;0
LOC100288814;0,1;0,14
AMHR2;0;0
CATSPER2;0,48;1,66
CATSPER3;0,38;0,45
MAPKAP1;31,79;14,89
MIR106A;0,55;0
MIR548Q;0,27;0,66
MIR548Y;0;0,01
MIR548N;0,11;0,34
CATSPERG;0,02;0,58
SNHG10;2,48;2,58
DEDD2;2,11;1,83
FAM178A;6,99;15,53
DOLK;2,84;2,16
TARSL2;6,91;11,5
ENOSF1;16,9;19,9
CIAPIN1;25,09;18,29
LOC100130452;0,37;0
HSP90AB1;1294,33;398,23
PTP4A1;38,55;65,75
PTP4A3;1,2;1,26
PTP4A2;66,31;58,99
TRHDE;1,16;3,69
PA2G4;125,03;54,04
HEMK1;0,39;1,95
NR1I3;0,69;1,03
NR1I2;0,09;0,06
GRB2;23,88;20,03
ULBP2;0,05;0,52
ULBP3;1,25;1,09
GRB7;0,93;0
ULBP1;0,6;1,12
HOXC5;0;0
HOXC4;0,01;0,13
HOXC6;0;0,01
OR4F3;2,09;6,59
RBMX2;16,5;18,83
POLR2G;72,87;54,68
POLR2A;12,67;17,94
POLR2C;33,34;21,93
POLR2B;78,71;66,81
POLR2L;2,26;1,27
POLR2I;5,06;4,24
POLR2H;32,89;18,52
POLR2K;70,55;43,25
POLR2J;5,77;6,14
SERHL;1,67;2,6
ZNF137P;2,05;2,29
DSCAML1;0;0,29
CCDC109A;30,37;9,99
VBP1;57,57;66,93
CCDC109B;11,7;11,05
UBE2Q2P1;0,82;2,42
UBE2Q2P3;1,86;5,71
UBE2Q2P2;1,53;5,7
CTNS;3,1;2,53
ATP12A;0,21;0,01
LOC400960;0,84;2,37
ITFG3;3,96;2,59
ITFG2;2,85;4,11
ITFG1;18,74;35,56
TMEM234;1,62;3,63
TMEM231;1,7;6,55
TMEM232;0,76;1,54
ANKHD1;20,29;23,87
C14orf86;0;0,29
C14orf82;0,22;0,2
C14orf80;0,02;0,04
CTU2;0,26;0,46
CTU1;0,12;0,21
GYG2P1;0,04;0
MSX1;0,05;1,07
MSX2;0,06;0,67
SIN3B;3,05;3,11
SIN3A;17,85;14,6
WASH1;0,02;0,33
TAB3;6,6;11,25
TAB2;36;25,36
TAB1;1,46;2,36
FLJ40292;0;0,02
LOC100133050;0;0,04
SUMO1;183,94;94,71
TMCO1;11,84;14,99
SUMO3;46,81;48,56
TMCO3;15,1;9,9
TMCO4;0,26;0,01
SUMO4;0,22;0,2
TMCO6;2,07;2,13
TMCO7;4,91;3,21
ANKIB1;17,5;19,35
EEF2K;3,51;2,94
MIB1;26,1;43,57
MIB2;0;0,02
TOR3A;7,32;6,29
KIAA0174;67,04;52,39
CYP3A7;0,16;0,17
CXCL13;0,03;0,1
CYP3A5;0,17;0,26
CXCL14;2,86;1,99
CXCL17;0;0
CXCL16;0,38;0,3
HCN1;0,69;1,06
HCN3;0,43;6,01
HCN2;0,04;0,39
HCN4;0,82;1,35
LRIT2;0,05;0,09
LRIT3;0,07;0,16
GOLGA7B;0,02;2,56
ZBTB40;2,87;4,54
PEPD;5,46;3,31
UACA;8,44;6,6
ZIC4;0;3,51
ZIC5;8,82;4,13
ZIC2;22,38;9,69
ZIC3;29,4;25,84
ZIC1;0,01;8,88
C21orf56;0,37;0,31
ING4;6,06;22,26
ING5;4,44;4,37
C21orf58;0,91;3,15
C21orf59;32,64;19,79
ING2;16,91;11,21
ING3;6,66;8,02
VASH2;38,34;11,66
VASH1;0,88;8,56
LOC392196;0,04;0,14
ACP6;4,57;1,76
ACP1;61,38;56,9
ACP2;2,09;5,39
SNIP1;7,5;5,78
GLA;17,03;7,77
FAM160B2;0,24;1,56
GLS;17,12;13,85
NT5C3L;14,53;26
TMEM11;4,3;2,79
TMEM17;1,23;3,09
TMEM18;9,02;9,06
TMEM19;3,73;9,89
MIR548I3;0;0
AMPH;1,32;10,58
DEPTOR;0,59;0,67
ACPT;0;0
FLJ46906;1,33;2,06
ZNF639;19,32;15,95
ZNF638;38,88;52,98
ACPP;0,24;0,02
ZNF630;0,86;0,28
NPNT;0,24;0,65
MIR1184-1;0,5;0,76
MIR1184-2;0,5;0,76
MIR1184-3;0,5;0,76
FLJ42627;1,1;3,15
ZBTB49;1,16;2,1
SIM2;0,14;0,76
PRSS12;2,15;0,98
SIM1;0,15;0,2
PRSS16;3,05;0,07
MEX3D;3,54;4,06
MEX3B;1,62;11,45
MEX3C;37,18;25,67
MEX3A;8,41;25,73
MGC2752;2,25;3,77
LACTB2;10,96;6,49
IL17RD;18,21;15,5
BTRC;8,53;15,02
LRRC10B;0;0,56
STYK1;0,49;0,07
SCRT1;0;0,46
SCRT2;0,03;1,9
MIR1244-3;0,26;0,16
MIR1244-2;0,26;0,16
MIR1244-1;677,68;362,16
UBLCP1;40,81;25,32
CTAGE6P;0,14;0
MTMR9;12,98;12,74
MTMR8;1,39;1,08
MTMR7;4,35;8,83
MTMR6;6,82;14,23
MTMR4;7,54;24,25
MTMR3;3,6;7,68
MTMR2;27,91;15,76
MTMR1;8,77;11,68
NAAA;0,62;0,24
PIR-FIGF;7,76;2,06
LOC389906;9,56;10,47
VAT1;33,1;26,92
LOC100288748;0,45;0
KIT;7,55;3,83
CYB561;3,4;2,98
TACSTD2;0,3;0,04
FARP2;2,45;2,42
FARP1;12,82;15,79
C9orf40;6,36;8,78
C9orf41;15,62;4,62
C9orf43;0,14;0,31
C9orf46;15,46;18,42
C9orf47;0,17;0,37
SNAP47;8,26;5,9
DEPDC1;23,76;9,6
DEPDC7;3,22;0,7
DEPDC4;3,03;1,44
DEPDC5;1,71;2,16
SCYL2;27,43;32,52
SCYL3;3,6;6,06
SCYL1;1,15;1,31
STXBP1;4,85;30,85
STXBP3;23,35;14,6
STXBP2;2,68;0,46
STXBP5;4,45;6,75
STXBP4;2,96;3,72
STXBP6;2,24;2,2
S1PR3;1,93;5,27
S1PR2;0,95;1,06
S1PR1;0,19;5,72
TMEM200A;4,47;6,27
TMEM200C;0,07;0,3
ENY2;32;25,09
CCZ1;49,57;26,52
NBN;22,46;12,81
EXOC6;5,65;11,04
NAPRT1;0,02;0,05
CDK1;63,69;44,24
TRAPPC6B;12,86;18,5
CDK3;1,18;1,78
CDK4;56,63;42,91
CDK5;2,28;5,4
CDK6;6,93;15,31
EIF4E1B;0,03;0
CDK8;14,76;19
CDK9;7,05;7,85
HAPLN1;0,33;0,41
HAPLN3;1,73;0,06
HAPLN2;0;0,65
RERE;7,68;12,32
RERG;0,94;0,11
DMBX1;0;0,01
SUPT3H;9,35;7,74
PRKCI;44,31;17,6
PRKCH;2,74;1,53
PRKCA;2,45;7,85
PRKCB;2,04;9,7
PRKCE;0,17;3,09
PRKCD;2,49;0,74
PRKCG;0,16;0,46
PRKCZ;2,84;3,58
RER1;12,67;14,28
SGSM2;0,53;4,78
SGSM1;0,3;1,07
PRKCQ;10,45;0,61
CKLF-CMTM1;2,45;2,58
MUL1;3,41;3,34
PDZRN4;0,02;2,67
PPIL2;2,56;4,49
PPIL3;27,04;24,14
PPIL4;19,51;19,96
PPIL6;0,12;1,58
SNORA14B;0,4;0,32
LOC339524;0,38;0,08
SNORA14A;0,39;0,24
CCDC99;34,6;17,9
CCDC94;2,05;1,7
CCDC96;0,06;0,72
CCDC97;1,74;2,65
LOC339529;0;0,2
CCDC91;10,21;6,19
CCDC92;0,09;7,32
CCDC93;6,07;17,69
ZNF570;2,28;5,04
ZNF571;1,89;3,75
ZNF572;0,2;0,06
ZNF573;1,74;3,27
ZNF574;0,64;0,6
ZNF575;0,02;0,24
ZNF576;1,28;1,66
ZNF577;2,77;3,69
ZNF578;0,61;0,05
ZNF579;0,13;0,48
SETDB1;8,19;12,87
SETDB2;3,17;3,59
LOC100505832;0;0,07
KCNAB1;0,86;3,18
KCNAB3;0,32;1,89
KCNAB2;0,25;1,01
RPL14;443,21;255,66
RPL15;334,13;347,32
TOMM34;12,84;4,82
RPL17;996,16;592
RPL10;128,71;130,87
RPL11;845,78;649,05
GPATCH8;12,9;13,7
RPL13;95,37;113,08
GPATCH4;22,99;7,45
GPATCH2;7,08;6,17
RPL19;404,74;262,52
GPATCH1;3,48;3,7
SYK;1,09;0,02
B4GALT4;22,56;7,08
SYP;0,24;16,07
CSRP2BP;11,93;7,66
MBL1P;0,16;0,43
STIL;13,88;7,25
PHKA1;5,19;4,14
PHKA2;5,57;4,63
FAM162A;48,33;21,85
FAM162B;1,97;0,23
FTH1P3;0,16;0,18
FGGY;2,13;1,17
TOP3A;3,88;5,23
TOP3B;1,87;1,96
MIR7-1;1,65;4,53
ILK;20,72;13,96
LOC100506023;0,09;0,18
GMCL1;10,79;8,55
RABEP2;0,02;0,09
RABEP1;20,46;37,57
MORF4L2;234,91;276,91
MORF4L1;331,95;287,46
RABEPK;12,19;6,8
FLT3LG;0,08;0,06
FAM171A2;0;0,21
FAM171A1;11,4;13,93
KIAA1967;10,96;15,44
TBL1XR1;23,82;29,35
SNRK;4,28;9,64
IL6;0,46;0
IL7;0,12;1,15
CFC1B;0,01;0,49
DTX4;3,72;21,81
SAT1;39,91;34,2
SAT2;11,69;23,62
DTX1;0,27;2,79
DTX2;0,51;0,28
DTX3;2,93;10,03
CENPM;1,55;1,19
OXR1;6,05;11,85
RB1CC1;26,99;25,28
AKR1E2;0,93;0,2
NSF;10,4;27,9
DMC1;2,18;0,83
CENPB;1,08;2,26
CENPA;12,36;8,28
CYCSP52;0,37;0,21
GSTCD;8,41;7,42
PARS2;2,63;1,64
MCF2L2;0,98;1,88
PI4K2B;10,54;6,06
PI4K2A;5,34;4,34
NHLRC3;6,77;16,77
NHLRC2;5,97;11,97
NHLRC1;0,46;0,21
CGREF1;0,36;0,98
BRSK2;0,25;2,14
BRSK1;0,64;4,92
LOC389705;0,13;0,32
TLR2;0,97;0,13
TLR3;1,02;0,01
TLR4;0,12;0,08
TLR5;0,64;0,09
NUP205;73,18;24,68
ARID4A;4,33;11,69
ARID4B;9,82;18,59
MMS19;16,16;8,07
UBXN8;6,9;5,43
TFE3;5,79;3,91
UBXN4;45,59;50,77
UBXN7;23,83;22,4
UBXN1;5,16;7,91
LOC729080;0,14;0,25
TFEC;0,02;0,07
TFEB;0,04;0,09
KIAA1107;1,27;7,77
KIAA1109;10,41;22,52
ECI2;41,4;22,66
ECI1;1,87;2,25
LRRC57;5,82;7,68
SMCHD1;21,62;32,73
JAZF1;7,63;10,95
C6orf168;2,2;5,52
C6orf163;1,55;1,95
C6orf162;4,28;8,8
C6orf165;0,05;2,11
C6orf164;0,14;2,05
SYVN1;2,12;3,25
LOC255512;0,25;0,3
RAGE;0,18;2,76
DGUOK;46,62;30,43
MAK16;26,67;6,62
AMZ2P1;4,47;6,74
C5orf28;3,07;3,6
C5orf22;14,77;12,3
C5orf24;8,62;24,86
C5orf25;5,41;10,93
ANLN;39,31;16,96
SSBP1;280,28;92,39
SSBP3;20,99;35,31
SSBP2;5,97;51,46
BCL10;7,69;5,08
IL27RA;1,46;0,23
ERRFI1;30,11;11,23
POGLUT1;7,12;8,07
AMZ2;46,4;33,68
HBQ1;0;0,04
COL23A1;0,47;0,04
SH3GL1P2;0,01;0,04
SH3GL1P1;0;0,1
ZNF778;4,42;5,89
ZNF776;7,52;14,1
ZNF777;0,57;1,59
ZNF775;0,03;0,21
ZNF772;1,65;6,01
ZNF770;54,59;25,19
ZNF771;0,15;0,21
FBXW12;0,26;0,19
FBXW10;0,02;0,17
FBXW11;24,08;26,56
CCDC142;0,49;1,08
SNORD35A;0,73;0,85
SNORD35B;2,39;8,17
BAZ2A;10,76;12,19
CYP11A1;0,29;0,03
LCTL;10,62;3,59
TRPT1;1,88;2,78
GDF11;2,63;12,25
GDF10;0,01;1,12
RPH3AL;0,12;0,13
IAPP;0;1,46
GZMA;0;0,19
MYH10;59,32;50,33
MYH11;0,14;0,07
MYH14;0,55;0,05
MYH15;0,04;0,15
